player,minutes_played,goals,xg,assists,xa,passes,prog_passes,goals_p90,xg_p90,assists_p90,xa_p90,team
Nordin Amrabat,1063,0.0,0.349799804,0.0,0.0,193.0,36.0,0.0,0.0296161640263405,0.0,0.0,Watford
Demarai Gray,1058,0.0,0.1598515,1.0,0.0,100.0,13.0,0.0,0.0135979536862003,0.0850661625708884,0.0,Leicester City
Max-Alain Gradel,1052,1.0,1.5043037857,2.0,0.0,339.0,55.0,0.085551330798479,0.1286951907918251,0.1711026615969581,0.0,AFC Bournemouth
Jay Rodriguez,1030,0.0,1.079480349,0.0,0.0,93.0,9.0,0.0,0.0943235256407767,0.0,0.0,Southampton
Declan Rudd,1022,0.0,0.0,0.0,0.0,334.0,282.0,0.0,0.0,0.0,0.0,Norwich City
Sylvain Distin,1019,0.0,0.16814246,0.0,0.0,479.0,104.0,0.0,0.0148506588812561,0.0,0.0,AFC Bournemouth
Peter Crouch,1019,0.0,0.582041097,1.0,0.0,156.0,7.0,0.0,0.0514069663689892,0.0883218842001962,0.0,Stoke City
Ramires Santos do Nascimento,1006,2.0,0.789509716,0.0,0.0,332.0,55.0,0.1789264413518886,0.0706320819483101,0.0,0.0,Chelsea
Dame N''Doye,993,1.0,0.7051310829999999,0.0,0.0,194.0,30.0,0.0906344410876132,0.0639091616012084,0.0,0.0,Sunderland
Emmanuel Adebayor,986,1.0,2.139792485,1.0,0.0,240.0,15.0,0.0912778904665314,0.1953157440669371,0.0912778904665314,0.0,Crystal Palace
José Holebas,971,0.0,0.5577538845,0.0,0.0,531.0,96.0,0.0,0.0516970644747682,0.0,0.0,Watford
Kieran Richardson,966,0.0,0.154056552,2.0,0.0,347.0,42.0,0.0,0.0143530949068323,0.1863354037267081,0.0,Aston Villa
Alexandre Dimitri Song-Billong,963,0.0,0.215362981,0.0,0.0,463.0,77.0,0.0,0.0201273814018691,0.0,0.0,West Ham United
Alex Iwobi,957,2.0,1.723545008,2.0,0.0,376.0,30.0,0.1880877742946708,0.1620888722257053,0.1880877742946708,0.0,Arsenal
Mohamed Naser Elsayed Elneny,947,0.0,0.975098422,1.0,0.0,744.0,79.0,0.0,0.0926703885744456,0.0950369588173178,0.0,Arsenal
Jordan Amavi,933,0.0,0.0751711596,2.0,0.0,529.0,92.0,0.0,0.0072512372604501,0.1929260450160771,0.0,Aston Villa
Phil Bardsley,930,0.0,0.0984618157,1.0,0.0,382.0,86.0,0.0,0.0095285628096774,0.0967741935483871,0.0,Stoke City
Radamel Falcao García Zárate,929,1.0,1.332758599,0.0,0.0,85.0,3.0,0.0968783638320775,0.1291154724542518,0.0,0.0,Chelsea
Mark Bunn,928,0.0,0.0,0.0,0.0,270.0,235.0,0.0,0.0,0.0,0.0,Aston Villa
Ivo Daniel Ferreira Mendonca Pinto,926,0.0,0.0,0.0,0.0,486.0,72.0,0.0,0.0,0.0,0.0,Norwich City
Cameron Borthwick-Jackson,917,0.0,0.018527634,1.0,0.0,484.0,64.0,0.0,0.0018184155507088,0.0981461286804798,0.0,Manchester United
Adama Traoré Diarra,917,0.0,0.12489151,1.0,0.0,53.0,12.0,0.0,0.0122576182115594,0.0981461286804798,0.0,Aston Villa
Leroy Fer,902,0.0,0.26149118,2.0,0.0,435.0,74.0,0.0,0.0260911376940133,0.1995565410199556,0.0,Swansea City
Victor Chinedu Anichebe,900,0.0,1.219452485,0.0,0.0,116.0,4.0,0.0,0.1219452484999999,0.0,0.0,West Bromwich Albion
Fraizer Campbell,891,0.0,0.5991128099999999,0.0,0.0,83.0,4.0,0.0,0.0605164454545454,0.0,0.0,Crystal Palace
Kevin Wimmer,884,0.0,0.09628442,0.0,0.0,543.0,133.0,0.0,0.0098027124434389,0.0,0.0,Tottenham Hotspur
Rolando Aarons,883,1.0,0.15101469,1.0,0.0,170.0,27.0,0.101925254813137,0.0153922107587768,0.101925254813137,0.0,Newcastle United
Ola Toivonen,881,0.0,0.408329984,2.0,0.0,261.0,27.0,0.0,0.0417136192508513,0.2043132803632236,0.0,Sunderland
Marouane Chamakh,877,0.0,0.242332913,0.0,0.0,91.0,3.0,0.0,0.0248688280159635,0.0,0.0,Crystal Palace
Timm Klose,873,1.0,0.47455927,0.0,0.0,283.0,93.0,0.1030927835051546,0.0489236360824742,0.0,0.0,Norwich City
Steven Taylor,869,0.0,0.063562,0.0,0.0,316.0,68.0,0.0,0.0065829459148446,0.0,0.0,Newcastle United
Andre Wisdom,865,0.0,0.117123414,0.0,0.0,447.0,62.0,0.0,0.01218625116763,0.0,0.0,Norwich City
Marcus Rashford,863,5.0,1.80401335,3.0,0.0,209.0,10.0,0.5214368482039398,0.1881358070683661,0.3128621089223638,0.0,Manchester United
Daniel Nii Tackie Mensah Welbeck,860,4.0,3.023731793,2.0,0.0,145.0,6.0,0.4186046511627906,0.3164370481046512,0.2093023255813953,0.0,Arsenal
Phil Jones,852,0.0,0.052710865,0.0,0.0,321.0,59.0,0.0,0.0055680491197183,0.0,0.0,Manchester United
Muhamed Bešić,844,0.0,0.192631854,0.0,0.0,352.0,54.0,0.0,0.0205413114454976,0.0,0.0,Everton
Vadis Odjidja-Ofoe,842,0.0,0.160835927,2.0,0.0,159.0,14.0,0.0,0.0171914886342042,0.2137767220902613,0.0,Norwich City
Alberto Paloschi,835,2.0,2.843150024,0.0,0.0,202.0,17.0,0.2155688622754491,0.3064473079760479,0.0,0.0,Swansea City
Steven Berghuis,833,0.0,0.5190596494999999,2.0,0.0,113.0,32.0,0.0,0.0560808744957983,0.2160864345738295,0.0,Watford
Karl Darlow,820,0.0,0.0,0.0,0.0,246.0,213.0,0.0,0.0,0.0,0.0,Newcastle United
Bertrand Isidore Traoré,809,2.0,1.61311014,1.0,0.0,137.0,9.0,0.2224969097651421,0.1794560106304079,0.111248454882571,0.0,Chelsea
Leon Osman,808,0.0,0.246678815,0.0,0.0,152.0,10.0,0.0,0.027476600680693,0.0,0.0,Everton
Sandro Ranieri Guimarães Cordeiro,806,0.0,0.0561069195,0.0,0.0,145.0,19.0,0.0,0.0062650406389578,0.0,0.0,West Bromwich Albion
Danny Graham,790,0.0,0.5011478739999999,0.0,0.0,86.0,10.0,0.0,0.0570927957721518,0.0,0.0,Sunderland
Mikel Arteta Amatriain,781,0.0,0.37236434,0.0,0.0,128.0,23.0,0.0,0.0429101032010243,0.0,0.0,Arsenal
Timothy Michael Krul,746,0.0,0.0,0.0,0.0,281.0,209.0,0.0,0.0,0.0,0.0,Newcastle United
Josh Onomah,737,0.0,0.191308678,0.0,0.0,49.0,5.0,0.0,0.0233619823880597,0.0,0.0,Tottenham Hotspur
Clinton Mua N''Jie,732,0.0,0.499049676,1.0,0.0,72.0,9.0,0.0,0.0613585667213114,0.1229508196721311,0.0,Tottenham Hotspur
Jordi Amat Maas,722,0.0,0.3147205,0.0,0.0,185.0,38.0,0.0,0.0392310872576177,0.0,0.0,Swansea City
Timothy Evans Fosu-Mensah,715,0.0,0.050805534,1.0,0.0,144.0,34.0,0.0,0.0063951021818181,0.1258741258741259,0.0,Manchester United
Yoan Gouffran,701,0.0,0.142816165,0.0,0.0,94.0,20.0,0.0,0.0183358842368045,0.0,0.0,Newcastle United
Paddy McNair,685,0.0,0.1577341745,0.0,0.0,217.0,64.0,0.0,0.020724198109489,0.0,0.0,Manchester United
Steven Whittaker,677,1.0,0.401340784,0.0,0.0,409.0,78.0,0.1329394387001477,0.0533540185524372,0.0,0.0,Norwich City
Oluwaseyi Babajide Ojo,663,0.0,0.3465609515,2.0,0.0,158.0,17.0,0.0,0.0470444730542986,0.2714932126696833,0.0,Liverpool
Alex McCarthy,652,0.0,0.0,0.0,0.0,220.0,195.0,0.0,0.0,0.0,0.0,Crystal Palace
Yann Kermorgant,648,0.0,0.147146015,0.0,0.0,62.0,4.0,0.0,0.0204369465277777,0.0,0.0,AFC Bournemouth
Brede Hangeland,648,0.0,0.691801328,0.0,0.0,265.0,52.0,0.0,0.0960835177777777,0.0,0.0,Crystal Palace
Kevin Linford Stewart,641,0.0,0.22761358,0.0,0.0,466.0,70.0,0.0,0.0319582249609984,0.0,0.0,Liverpool
Massadio Haïdara,631,0.0,0.0439196815,0.0,0.0,319.0,38.0,0.0,0.0062642968858954,0.0,0.0,Newcastle United
Charlie Austin,603,1.0,0.59781394,0.0,0.0,55.0,8.0,0.1492537313432836,0.0892259611940298,0.0,0.0,Southampton
Darren Randolph,559,0.0,0.050556086,0.0,0.0,192.0,157.0,0.0,0.0081396202862254,0.0,0.0,West Ham United
Steven Caulker,553,0.0,0.324833245,0.0,0.0,80.0,17.0,0.0,0.0528661700723327,0.0,0.0,Southampton
Steven Caulker,553,0.0,0.324833245,0.0,0.0,80.0,17.0,0.0,0.0528661700723327,0.0,0.0,Liverpool
Kieran Trippier,552,1.0,0.6527253940000001,1.0,0.0,355.0,73.0,0.1630434782608695,0.1064226185869565,0.1630434782608695,0.0,Tottenham Hotspur
Youssouf Chafiq Mulumbu Ngangu,549,0.0,0.183266625,0.0,0.0,162.0,15.0,0.0,0.0300437090163934,0.0,0.0,Norwich City
Reece Oxford,544,0.0,0.07030312,0.0,0.0,57.0,12.0,0.0,0.0116310308823529,0.0,0.0,West Ham United
Wes Brown,544,0.0,0.0,0.0,0.0,198.0,46.0,0.0,0.0,0.0,0.0,Sunderland
Darron Gibson,544,0.0,0.024389918,0.0,0.0,177.0,49.0,0.0,0.0040350967279411,0.0,0.0,Everton
Daniel William John Ings,522,2.0,1.359236949,0.0,0.0,81.0,9.0,0.3448275862068965,0.2343511981034482,0.0,0.0,Liverpool
Lee Tomlin,512,0.0,0.22449919,0.0,0.0,122.0,11.0,0.0,0.0394627482421875,0.0,0.0,AFC Bournemouth
Adam Federici,502,0.0,0.0,0.0,0.0,130.0,73.0,0.0,0.0,0.0,0.0,AFC Bournemouth
Luke Shaw,465,0.0,0.09207138,1.0,0.0,351.0,40.0,0.0,0.0178202670967741,0.1935483870967742,0.0,Manchester United
Kyle Bartley,461,0.0,0.08941238,0.0,0.0,139.0,39.0,0.0,0.0174557791757049,0.0,0.0,Swansea City
Osazemwinde Peter Odemwingie,459,0.0,0.080638808,0.0,0.0,54.0,8.0,0.0,0.0158115309803921,0.0,0.0,Stoke City
Jakob Haugaard,458,0.0,0.0,0.0,0.0,145.0,125.0,0.0,0.0,0.0,0.0,Stoke City
Joe Gomez,446,0.0,0.016134378,1.0,0.0,273.0,50.0,0.0,0.0032558161883408,0.2017937219730941,0.0,Liverpool
Guangtai Jiang,439,0.0,0.22570679,0.0,0.0,131.0,20.0,0.0,0.046272462642369,0.0,0.0,Everton
Jonathan Leko,433,0.0,0.0,1.0,0.0,55.0,7.0,0.0,0.0,0.207852193995381,0.0,West Bromwich Albion
Gabriel Antoine Obertan,431,0.0,0.114057279,1.0,0.0,107.0,9.0,0.0,0.0238170652204176,0.2088167053364269,0.0,Newcastle United
Jon Flanagan,429,0.0,0.0,1.0,0.0,303.0,29.0,0.0,0.0,0.2097902097902098,0.0,Liverpool
Nabil Bentaleb,412,0.0,0.1347764505,0.0,0.0,100.0,15.0,0.0,0.0294414576334951,0.0,0.0,Tottenham Hotspur
Adnan Januzaj,402,1.0,0.194883131,0.0,0.0,45.0,9.0,0.2238805970149253,0.0436305517164179,0.0,0.0,Manchester United
El-Hadji Baye Oumar Niasse,399,0.0,0.144330245,0.0,0.0,46.0,3.0,0.0,0.0325556943609022,0.0,0.0,Everton
Steven Pienaar,378,0.0,0.051837135,0.0,0.0,80.0,7.0,0.0,0.012342175,0.0,0.0,Everton
Yohan Benalouane,375,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,Leicester City
Segundo Víctor Ibarbo Guerrero,372,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,Watford
Marc Wilson,371,0.0,0.0,0.0,0.0,113.0,38.0,0.0,0.0,0.0,0.0,Stoke City
Andreas Hoelgebaum Pereira,371,0.0,0.0,0.0,0.0,65.0,16.0,0.0,0.0,0.0,0.0,Manchester United
David Ospina Ramírez,370,0.0,0.0,0.0,0.0,127.0,100.0,0.0,0.0,0.0,0.0,Arsenal
Guillermo Varela Olivera,370,0.0,0.020327501,0.0,0.0,197.0,39.0,0.0,0.0049445272702702,0.0,0.0,Manchester United
Bradley Johnson,369,0.0,0.8057374274,1.0,0.0,77.0,11.0,0.0,0.1965213237560975,0.2439024390243902,0.0,Norwich City
Kevin Toner,364,0.0,0.114883628,1.0,0.0,125.0,23.0,0.0,0.0284052926373626,0.2472527472527472,0.0,Aston Villa
Marcin Ryszard Wasilewski,364,0.0,0.04159231,0.0,0.0,79.0,15.0,0.0,0.0102838129120879,0.0,0.0,Leicester City
Gökhan İnler,361,0.0,0.038327533,0.0,0.0,122.0,25.0,0.0,0.0095553406371191,0.0,0.0,Leicester City
Stephen Kingsley,361,0.0,0.015957909,1.0,0.0,155.0,36.0,0.0,0.0039784260664819,0.2493074792243767,0.0,Swansea City
Sergio Germán Romero,360,0.0,0.0,0.0,0.0,140.0,88.0,0.0,0.0,0.0,0.0,Manchester United
Samuel Mark Byram,360,0.0,0.0,0.0,0.0,140.0,35.0,0.0,0.0,0.0,0.0,West Ham United
Wilfredo Daniel Caballero,360,0.0,0.0,0.0,0.0,91.0,68.0,0.0,0.0,0.0,0.0,Manchester City
Daniel Amartey,358,0.0,0.40846357,0.0,0.0,74.0,15.0,0.0,0.1026863723463687,0.0,0.0,Leicester City
Jordi Gómez García-Penche,355,0.0,0.0220112609999999,0.0,0.0,173.0,30.0,0.0,0.0055803196901408,0.0,0.0,Sunderland
Bradley Shaun Smith,346,0.0,0.026966754,0.0,0.0,170.0,23.0,0.0,0.007014473583815,0.0,0.0,Liverpool
Libor Kozák,340,0.0,0.674867537,0.0,0.0,73.0,2.0,0.0,0.1786414068529411,0.0,0.0,Aston Villa
Matthew Pennington,306,0.0,0.12124941,0.0,0.0,172.0,25.0,0.0,0.0356615911764705,0.0,0.0,Everton
Jordan Lyden,302,0.0,0.07523298,0.0,0.0,72.0,12.0,0.0,0.0224204245033112,0.0,0.0,Aston Villa
Henri Saivet,300,0.0,0.0,0.0,0.0,78.0,14.0,0.0,0.0,0.0,0.0,Newcastle United
Modibo Maïga,284,1.0,0.448480331,0.0,0.0,12.0,0.0,0.3169014084507042,0.142124048556338,0.0,0.0,West Ham United
Tokelo Anthony Rantie,282,0.0,0.11557082,0.0,0.0,11.0,0.0,0.0,0.0368843042553191,0.0,0.0,AFC Bournemouth
Alex Pritchard,282,0.0,0.093362677,0.0,0.0,32.0,1.0,0.0,0.0297965990425531,0.0,0.0,West Bromwich Albion
Alex Pritchard,282,0.0,0.093362677,0.0,0.0,32.0,1.0,0.0,0.0297965990425531,0.0,0.0,Tottenham Hotspur
Alessandro Diamanti,280,0.0,0.02299939,0.0,0.0,55.0,16.0,0.0,0.0073926610714285,0.0,0.0,Watford
Gastón Exequiel Ramírez Pereyra,279,0.0,0.06234869,0.0,0.0,19.0,2.0,0.0,0.0201124806451612,0.0,0.0,Southampton
Cameron Brannagan,276,0.0,0.08262946,0.0,0.0,126.0,24.0,0.0,0.0269443891304347,0.0,0.0,Liverpool
Seydou Doumbia,274,0.0,0.14665069,0.0,0.0,8.0,0.0,0.0,0.0481699346715328,0.0,0.0,Newcastle United
Shaun MacDonald,273,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,AFC Bournemouth
Adrian Mariappa,256,0.0,0.0,0.0,0.0,131.0,24.0,0.0,0.0,0.0,0.0,Crystal Palace
Jack Wilshere,254,0.0,0.3143006,0.0,0.0,77.0,5.0,0.0,0.1113663543307086,0.0,0.0,Arsenal
Connor Steven Randall,254,0.0,0.12659223,0.0,0.0,104.0,12.0,0.0,0.0448555145669291,0.0,0.0,Liverpool
Kevin Mbabu,243,0.0,0.036821686,0.0,0.0,56.0,16.0,0.0,0.0136376614814814,0.0,0.0,Newcastle United
Shay Given,236,0.0,0.0,0.0,0.0,67.0,54.0,0.0,0.0,0.0,0.0,Stoke City
Emmanuel Rivière,232,0.0,0.249199327,0.0,0.0,20.0,0.0,0.0,0.0966721527155172,0.0,0.0,Newcastle United
Miguel Arturo Layún Prado,203,1.0,0.246095348,0.0,0.0,60.0,5.0,0.4433497536945813,0.1091063119211822,0.0,0.0,Watford
Juan Manuel Iturbe Arévalo,188,0.0,0.035855655,0.0,0.0,27.0,1.0,0.0,0.0171649412234042,0.0,0.0,AFC Bournemouth
Jay Fulton,186,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,Swansea City
Andrej Kramarić,186,0.0,0.36157164,1.0,0.0,15.0,0.0,0.0,0.1749540193548387,0.4838709677419355,0.0,Leicester City
Gary Hooper,186,0.0,0.13312706,0.0,0.0,4.0,0.0,0.0,0.0644163193548387,0.0,0.0,Norwich City
Andre Green,185,0.0,0.052052636,0.0,0.0,32.0,8.0,0.0,0.025322904,0.0,0.0,Aston Villa
Jordan Pickford,184,0.0,0.0,0.0,0.0,78.0,73.0,0.0,0.0,0.0,0.0,Sunderland
Tammy Bakumo-Abraham,183,0.0,0.171009287,0.0,0.0,14.0,1.0,0.0,0.0841029280327868,0.0,0.0,Chelsea
Danny Ward,183,0.0,0.0,0.0,0.0,58.0,35.0,0.0,0.0,0.0,0.0,Liverpool
Paulo Dino Gazzaniga,183,0.0,0.0,0.0,0.0,64.0,51.0,0.0,0.0,0.0,0.0,Southampton
Tom Davies,182,0.0,0.042697757,0.0,0.0,49.0,6.0,0.0,0.0211142754395604,0.0,0.0,Everton
Ivan Toney,182,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Newcastle United
"Charles N""Zogbia",182,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Mamadou Obbi Oularé,178,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Watford
Julián Speroni,177,0.0,0.0,0.0,0.0,68.0,51.0,0.0,0.0,0.0,0.0,Crystal Palace
Ádám Bogdán,175,0.0,0.0,0.0,0.0,49.0,34.0,0.0,0.0,0.0,0.0,Liverpool
Kieran O''Neill Dowell,162,0.0,0.0,0.0,0.0,35.0,7.0,0.0,0.0,0.0,0.0,Everton
Alexandre Rodrigues da Silva,152,1.0,1.90763709,0.0,0.0,26.0,1.0,0.5921052631578947,1.1295219611842104,0.0,0.0,Chelsea
Marvin Emnes,147,0.0,0.014250298,0.0,0.0,15.0,0.0,0.0,0.0087246722448979,0.0,0.0,Swansea City
Mathieu Debuchy,143,0.0,0.029352702,0.0,0.0,101.0,16.0,0.0,0.0184737285314685,0.0,0.0,Arsenal
Matt Miazga,138,0.0,0.0,0.0,0.0,88.0,20.0,0.0,0.0,0.0,0.0,Chelsea
Kevin Nolan,136,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,West Ham United
Josh Cullen,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United
Joe Dodoo,97,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,Leicester City
Rushian Hepburn-Murphy,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Kyle Lafferty,95,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,Norwich City
Adam Matthews,94,0.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,0.0,Sunderland
Will Keane,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester United
Serge Gnabry,94,0.0,0.0579582006,0.0,0.0,7.0,1.0,0.0,0.0554918941914893,0.0,0.0,West Bromwich Albion
Bersant Celina,94,0.0,0.0,1.0,0.0,15.0,2.0,0.0,0.0,0.9574468085106382,0.0,Manchester City
Fernando Luiz Roza,94,0.0,0.039118945,0.0,0.0,82.0,11.0,0.0,0.0374543090425531,0.0,0.0,Manchester City
Ryan Allsop,94,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,AFC Bournemouth
Michel Vorm,94,0.0,0.0,0.0,0.0,49.0,15.0,0.0,0.0,0.0,0.0,Tottenham Hotspur
Yann Gérard M'Vila,94,0.0,0.0425097559999999,0.0,0.0,45.0,14.0,0.0,0.0407008302127659,0.0,0.0,Sunderland
Jake-Liam Clarke-Salter,93,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Chelsea
Patrick Roberts,93,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Manchester City
Matt Grimes,93,0.0,0.04053711,0.0,0.0,46.0,7.0,0.0,0.0392294612903225,0.0,0.0,Swansea City
Kelvin Davis,93,0.0,0.0,0.0,0.0,29.0,19.0,0.0,0.0,0.0,0.0,Southampton
Cristian Gamboa Luna,93,0.0,0.029631916,0.0,0.0,13.0,0.0,0.0,0.0286760477419354,0.0,0.0,West Bromwich Albion
Callum Connolly,93,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,Everton
Sébastien Pocognoli,93,0.0,0.0,1.0,0.0,30.0,10.0,0.0,0.0,0.967741935483871,0.0,West Bromwich Albion
José Ángel Crespo Rincón,93,0.0,0.0,0.0,0.0,30.0,7.0,0.0,0.0,0.0,0.0,Aston Villa
Nick Powell,93,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Manchester United
George Honeyman,93,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Sunderland
Jordan Rossiter,92,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Javier Hernández Balcázar,92,0.0,0.5094782,0.0,0.0,13.0,0.0,0.0,0.4984025869565217,0.0,0.0,Manchester United
John O'Shea,92,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,Sunderland
João Carlos Vilaça Teixeira,92,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Manuel García Alonso,92,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,Manchester City
Harrison Reed,92,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,Southampton
Kristoffer Nordfeldt,92,0.0,0.0,0.0,0.0,29.0,21.0,0.0,0.0,0.0,0.0,Swansea City
Dionatan do Nascimento Teixeira,92,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,Stoke City
Donald Love,92,0.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,Manchester United
Jonathan Williams,92,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
Steve Sidwell,92,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,Stoke City
N'Golo Kanté,92,0.0,0.0605289309999999,0.0,0.0,41.0,5.0,0.0,0.059213084673913,0.0,0.0,Leicester City
Thomas Robson,91,0.0,0.0,0.0,0.0,56.0,11.0,0.0,0.0,0.0,0.0,Sunderland
James Wilson,91,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,Manchester United
Sullay Kaikai,91,0.0,0.158311264,0.0,0.0,20.0,6.0,0.0,0.1565715797802198,0.0,0.0,Crystal Palace
Sam Field,91,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,West Bromwich Albion
Tyler Roberts,90,0.0,0.6280385,0.0,0.0,8.0,0.0,0.0,0.6280385,0.0,0.0,West Bromwich Albion
Sergi Canós Tenes,90,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Liverpool
Jamie Sterry,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle United
Juan Guillermo Cuadrado Bello,90,0.0,0.042315856,0.0,0.0,11.0,1.0,0.0,0.042315856,0.0,0.0,Chelsea
Jonjoe Kenny,90,0.0,0.063103065,0.0,0.0,32.0,4.0,0.0,0.063103065,0.0,0.0,Everton
Hiram Boateng,90,0.0,0.03874645,0.0,0.0,5.0,1.0,0.0,0.03874645,0.0,0.0,Crystal Palace
Eunan O'Kane,89,0.0,0.039687205,0.0,0.0,14.0,2.0,0.0,0.0401331286516854,0.0,0.0,AFC Bournemouth
Giedrius Arlauskis,88,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,Watford
Tony Hibbert,88,0.0,0.060018376,0.0,0.0,19.0,3.0,0.0,0.06138243,0.0,0.0,Everton
Fikayo Tomori,87,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,Chelsea
Tyrone Mings,56,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,AFC Bournemouth
Rees Greenwood,51,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,Sunderland
Pedro Chirivella Burgos,45,0.0,0.0,0.0,0.0,31.0,5.0,0.0,0.0,0.0,0.0,Liverpool
